rank,title,rel_year,rating,url
1,The Shawshank Redemption,(1994),9.2,https://www.imdb.com/title/tt0111161/
2,The Godfather,(1972),9.1,https://www.imdb.com/title/tt0068646/
3,The Godfather: Part II,(1974),9.0,https://www.imdb.com/title/tt0071562/
4,The Dark Knight,(2008),9.0,https://www.imdb.com/title/tt0468569/
5,12 Angry Men,(1957),8.9,https://www.imdb.com/title/tt0050083/
6,Schindler's List,(1993),8.9,https://www.imdb.com/title/tt0108052/
7,The Lord of the Rings: The Return of the King,(2003),8.9,https://www.imdb.com/title/tt0167260/
8,Pulp Fiction,(1994),8.8,https://www.imdb.com/title/tt0110912/
9,"Il buono, il brutto, il cattivo",(1966),8.8,https://www.imdb.com/title/tt0060196/
10,The Lord of the Rings: The Fellowship of the Ring,(2001),8.8,https://www.imdb.com/title/tt0120737/
11,Fight Club,(1999),8.8,https://www.imdb.com/title/tt0137523/
12,Forrest Gump,(1994),8.8,https://www.imdb.com/title/tt0109830/
13,Inception,(2010),8.7,https://www.imdb.com/title/tt1375666/
14,Star Wars: Episode V - The Empire Strikes Back,(1980),8.7,https://www.imdb.com/title/tt0080684/
15,The Lord of the Rings: The Two Towers,(2002),8.7,https://www.imdb.com/title/tt0167261/
16,The Matrix,(1999),8.6,https://www.imdb.com/title/tt0133093/
17,Goodfellas,(1990),8.6,https://www.imdb.com/title/tt0099685/
18,One Flew Over the Cuckoo's Nest,(1975),8.6,https://www.imdb.com/title/tt0073486/
19,Shichinin no samurai,(1954),8.6,https://www.imdb.com/title/tt0047478/
20,Se7en,(1995),8.6,https://www.imdb.com/title/tt0114369/
21,La vita è bella,(1997),8.6,https://www.imdb.com/title/tt0118799/
22,Cidade de Deus,(2002),8.6,https://www.imdb.com/title/tt0317248/
23,The Silence of the Lambs,(1991),8.6,https://www.imdb.com/title/tt0102926/
24,It's a Wonderful Life,(1946),8.6,https://www.imdb.com/title/tt0038650/
25,Star Wars,(1977),8.6,https://www.imdb.com/title/tt0076759/
26,Saving Private Ryan,(1998),8.5,https://www.imdb.com/title/tt0120815/
27,Sen to Chihiro no kamikakushi,(2001),8.5,https://www.imdb.com/title/tt0245429/
28,The Green Mile,(1999),8.5,https://www.imdb.com/title/tt0120689/
29,Gisaengchung,(2019),8.5,https://www.imdb.com/title/tt6751668/
30,Interstellar,(2014),8.5,https://www.imdb.com/title/tt0816692/
31,Hamilton,(2020),8.5,https://www.imdb.com/title/tt8503618/
32,Léon,(1994),8.5,https://www.imdb.com/title/tt0110413/
33,The Usual Suspects,(1995),8.5,https://www.imdb.com/title/tt0114814/
34,Seppuku,(1962),8.5,https://www.imdb.com/title/tt0056058/
35,The Lion King,(1994),8.5,https://www.imdb.com/title/tt0110357/
36,Back to the Future,(1985),8.5,https://www.imdb.com/title/tt0088763/
37,The Pianist,(2002),8.5,https://www.imdb.com/title/tt0253474/
38,Terminator 2: Judgment Day,(1991),8.5,https://www.imdb.com/title/tt0103064/
39,American History X,(1998),8.5,https://www.imdb.com/title/tt0120586/
40,Modern Times,(1936),8.5,https://www.imdb.com/title/tt0027977/
41,Psycho,(1960),8.5,https://www.imdb.com/title/tt0054215/
42,Gladiator,(2000),8.5,https://www.imdb.com/title/tt0172495/
43,City Lights,(1931),8.5,https://www.imdb.com/title/tt0021749/
44,The Departed,(2006),8.5,https://www.imdb.com/title/tt0407887/
45,The Intouchables,(2011),8.5,https://www.imdb.com/title/tt1675434/
46,Whiplash,(2014),8.5,https://www.imdb.com/title/tt2582802/
47,The Prestige,(2006),8.5,https://www.imdb.com/title/tt0482571/
48,Hotaru no haka,(1988),8.5,https://www.imdb.com/title/tt0095327/
49,Once Upon a Time in the West,(1968),8.5,https://www.imdb.com/title/tt0064116/
50,Casablanca,(1942),8.4,https://www.imdb.com/title/tt0034583/
51,Nuovo Cinema Paradiso,(1988),8.4,https://www.imdb.com/title/tt0095765/
52,Rear Window,(1954),8.4,https://www.imdb.com/title/tt0047396/
53,Alien,(1979),8.4,https://www.imdb.com/title/tt0078748/
54,Apocalypse Now,(1979),8.4,https://www.imdb.com/title/tt0078788/
55,Memento,(2000),8.4,https://www.imdb.com/title/tt0209144/
56,Raiders of the Lost Ark,(1981),8.4,https://www.imdb.com/title/tt0082971/
57,The Great Dictator,(1940),8.4,https://www.imdb.com/title/tt0032553/
58,Joker,(2019),8.4,https://www.imdb.com/title/tt7286456/
59,Django Unchained,(2012),8.4,https://www.imdb.com/title/tt1853728/
60,The Lives of Others,(2006),8.4,https://www.imdb.com/title/tt0405094/
61,Paths of Glory,(1957),8.4,https://www.imdb.com/title/tt0050825/
62,The Shining,(1980),8.4,https://www.imdb.com/title/tt0081505/
63,WALL·E,(2008),8.4,https://www.imdb.com/title/tt0910970/
64,Avengers: Infinity War,(2018),8.4,https://www.imdb.com/title/tt4154756/
65,Sunset Blvd.,(1950),8.4,https://www.imdb.com/title/tt0043014/
66,Mononoke-hime,(1997),8.4,https://www.imdb.com/title/tt0119698/
67,Spider-Man: Into the Spider-Verse,(2018),8.4,https://www.imdb.com/title/tt4633694/
68,Witness for the Prosecution,(1957),8.4,https://www.imdb.com/title/tt0051201/
69,Oldeuboi,(2003),8.4,https://www.imdb.com/title/tt0364569/
70,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,(1964),8.4,https://www.imdb.com/title/tt0057012/
71,The Dark Knight Rises,(2012),8.3,https://www.imdb.com/title/tt1345836/
72,Once Upon a Time in America,(1984),8.3,https://www.imdb.com/title/tt0087843/
73,Avengers: Endgame,(2019),8.3,https://www.imdb.com/title/tt4154796/
74,Aliens,(1986),8.3,https://www.imdb.com/title/tt0090605/
75,Kimi no na wa.,(2016),8.3,https://www.imdb.com/title/tt5311514/
76,Coco,(2017),8.3,https://www.imdb.com/title/tt2380307/
77,American Beauty,(1999),8.3,https://www.imdb.com/title/tt0169547/
78,Braveheart,(1995),8.3,https://www.imdb.com/title/tt0112573/
79,3 Idiots,(2009),8.3,https://www.imdb.com/title/tt1187043/
80,Das Boot,(1981),8.3,https://www.imdb.com/title/tt0082096/
81,Toy Story,(1995),8.3,https://www.imdb.com/title/tt0114709/
82,Tengoku to jigoku,(1963),8.3,https://www.imdb.com/title/tt0057565/
83,Amadeus,(1984),8.3,https://www.imdb.com/title/tt0086879/
84,Taare Zameen Par,(2007),8.3,https://www.imdb.com/title/tt0986264/
85,Star Wars: Episode VI - Return of the Jedi,(1983),8.3,https://www.imdb.com/title/tt0086190/
86,Inglourious Basterds,(2009),8.3,https://www.imdb.com/title/tt0361748/
87,Reservoir Dogs,(1992),8.3,https://www.imdb.com/title/tt0105236/
88,Good Will Hunting,(1997),8.3,https://www.imdb.com/title/tt0119217/
89,Capharnaüm,(2018),8.3,https://www.imdb.com/title/tt8267604/
90,2001: A Space Odyssey,(1968),8.3,https://www.imdb.com/title/tt0062622/
91,Requiem for a Dream,(2000),8.3,https://www.imdb.com/title/tt0180093/
92,Vertigo,(1958),8.3,https://www.imdb.com/title/tt0052357/
93,M - Eine Stadt sucht einen Mörder,(1931),8.3,https://www.imdb.com/title/tt0022100/
94,Dangal,(2016),8.3,https://www.imdb.com/title/tt5074352/
95,1917,(2019),8.3,https://www.imdb.com/title/tt8579674/
96,Eternal Sunshine of the Spotless Mind,(2004),8.3,https://www.imdb.com/title/tt0338013/
97,Jagten,(2012),8.3,https://www.imdb.com/title/tt2106476/
98,Citizen Kane,(1941),8.3,https://www.imdb.com/title/tt0033467/
99,Full Metal Jacket,(1987),8.2,https://www.imdb.com/title/tt0093058/
100,Ladri di biciclette,(1948),8.2,https://www.imdb.com/title/tt0040522/
101,The Kid,(1921),8.2,https://www.imdb.com/title/tt0012349/
102,A Clockwork Orange,(1971),8.2,https://www.imdb.com/title/tt0066921/
103,North by Northwest,(1959),8.2,https://www.imdb.com/title/tt0053125/
104,Snatch,(2000),8.2,https://www.imdb.com/title/tt0208092/
105,Singin' in the Rain,(1952),8.2,https://www.imdb.com/title/tt0045152/
106,Scarface,(1983),8.2,https://www.imdb.com/title/tt0086250/
107,Taxi Driver,(1976),8.2,https://www.imdb.com/title/tt0075314/
108,Amélie,(2001),8.2,https://www.imdb.com/title/tt0211915/
109,Lawrence of Arabia,(1962),8.2,https://www.imdb.com/title/tt0056172/
110,Ikiru,(1952),8.2,https://www.imdb.com/title/tt0044741/
111,Toy Story 3,(2010),8.2,https://www.imdb.com/title/tt0435761/
112,The Sting,(1973),8.2,https://www.imdb.com/title/tt0070735/
113,Metropolis,(1927),8.2,https://www.imdb.com/title/tt0017136/
114,Jodaeiye Nader az Simin,(2011),8.2,https://www.imdb.com/title/tt1832382/
115,Per qualche dollaro in più,(1965),8.2,https://www.imdb.com/title/tt0059578/
116,Incendies,(2010),8.2,https://www.imdb.com/title/tt1255953/
117,The Apartment,(1960),8.2,https://www.imdb.com/title/tt0053604/
118,Double Indemnity,(1944),8.2,https://www.imdb.com/title/tt0036775/
119,To Kill a Mockingbird,(1962),8.2,https://www.imdb.com/title/tt0056592/
120,Idi i smotri,(1985),8.2,https://www.imdb.com/title/tt0091251/
121,Indiana Jones and the Last Crusade,(1989),8.2,https://www.imdb.com/title/tt0097576/
122,Up,(2009),8.2,https://www.imdb.com/title/tt1049413/
123,L.A. Confidential,(1997),8.2,https://www.imdb.com/title/tt0119488/
124,Heat,(1995),8.2,https://www.imdb.com/title/tt0113277/
125,Monty Python and the Holy Grail,(1975),8.2,https://www.imdb.com/title/tt0071853/
126,Die Hard,(1988),8.2,https://www.imdb.com/title/tt0095016/
127,Rashômon,(1950),8.2,https://www.imdb.com/title/tt0042876/
128,Yôjinbô,(1961),8.2,https://www.imdb.com/title/tt0055630/
129,Anand,(1971),8.2,https://www.imdb.com/title/tt0066763/
130,Batman Begins,(2005),8.2,https://www.imdb.com/title/tt0372784/
131,Green Book,(2018),8.2,https://www.imdb.com/title/tt6966692/
132,Der Untergang,(2004),8.2,https://www.imdb.com/title/tt0363163/
133,Bacheha-Ye aseman,(1997),8.2,https://www.imdb.com/title/tt0118849/
134,Unforgiven,(1992),8.2,https://www.imdb.com/title/tt0105695/
135,Some Like It Hot,(1959),8.2,https://www.imdb.com/title/tt0053291/
136,Ran,(1985),8.2,https://www.imdb.com/title/tt0089881/
137,Hauru no ugoku shiro,(2004),8.2,https://www.imdb.com/title/tt0347149/
138,A Beautiful Mind,(2001),8.2,https://www.imdb.com/title/tt0268978/
139,The Great Escape,(1963),8.2,https://www.imdb.com/title/tt0057115/
140,All About Eve,(1950),8.2,https://www.imdb.com/title/tt0042192/
141,Casino,(1995),8.2,https://www.imdb.com/title/tt0112641/
142,Pan's Labyrinth,(2006),8.2,https://www.imdb.com/title/tt0457430/
143,The Wolf of Wall Street,(2013),8.2,https://www.imdb.com/title/tt0993846/
144,El secreto de sus ojos,(2009),8.2,https://www.imdb.com/title/tt1305806/
145,"Lock, Stock and Two Smoking Barrels",(1998),8.1,https://www.imdb.com/title/tt0120735/
146,Tonari no Totoro,(1988),8.1,https://www.imdb.com/title/tt0096283/
147,Raging Bull,(1980),8.1,https://www.imdb.com/title/tt0081398/
148,There Will Be Blood,(2007),8.1,https://www.imdb.com/title/tt0469494/
149,Judgment at Nuremberg,(1961),8.1,https://www.imdb.com/title/tt0055031/
150,The Treasure of the Sierra Madre,(1948),8.1,https://www.imdb.com/title/tt0040897/
151,"Three Billboards Outside Ebbing, Missouri",(2017),8.1,https://www.imdb.com/title/tt5027774/
152,Babam ve Oglum,(2005),8.1,https://www.imdb.com/title/tt0476735/
153,Dial M for Murder,(1954),8.1,https://www.imdb.com/title/tt0046912/
154,The Gold Rush,(1925),8.1,https://www.imdb.com/title/tt0015864/
155,Chinatown,(1974),8.1,https://www.imdb.com/title/tt0071315/
156,V for Vendetta,(2005),8.1,https://www.imdb.com/title/tt0434409/
157,No Country for Old Men,(2007),8.1,https://www.imdb.com/title/tt0477348/
158,Shutter Island,(2010),8.1,https://www.imdb.com/title/tt1130884/
159,Det sjunde inseglet,(1957),8.1,https://www.imdb.com/title/tt0050976/
160,Inside Out,(2015),8.1,https://www.imdb.com/title/tt2096673/
161,Warrior,(2011),8.1,https://www.imdb.com/title/tt1291584/
162,The Elephant Man,(1980),8.1,https://www.imdb.com/title/tt0080678/
163,Trainspotting,(1996),8.1,https://www.imdb.com/title/tt0117951/
164,The Sixth Sense,(1999),8.1,https://www.imdb.com/title/tt0167404/
165,The Thing,(1982),8.1,https://www.imdb.com/title/tt0084787/
166,Jurassic Park,(1993),8.1,https://www.imdb.com/title/tt0107290/
167,Gone with the Wind,(1939),8.1,https://www.imdb.com/title/tt0031381/
168,Smultronstället,(1957),8.1,https://www.imdb.com/title/tt0050986/
169,Blade Runner,(1982),8.1,https://www.imdb.com/title/tt0083658/
170,Finding Nemo,(2003),8.1,https://www.imdb.com/title/tt0266543/
171,The Truman Show,(1998),8.1,https://www.imdb.com/title/tt0120382/
172,Room,(2015),8.1,https://www.imdb.com/title/tt3170832/
173,The Bridge on the River Kwai,(1957),8.1,https://www.imdb.com/title/tt0050212/
174,Stalker,(1979),8.1,https://www.imdb.com/title/tt0079944/
175,Kill Bill: Vol. 1,(2003),8.1,https://www.imdb.com/title/tt0266697/
176,Fargo,(1996),8.1,https://www.imdb.com/title/tt0116282/
177,Tôkyô monogatari,(1953),8.1,https://www.imdb.com/title/tt0046438/
178,The Third Man,(1949),8.1,https://www.imdb.com/title/tt0041959/
179,On the Waterfront,(1954),8.1,https://www.imdb.com/title/tt0047296/
180,Gran Torino,(2008),8.1,https://www.imdb.com/title/tt1205489/
181,Salinui chueok,(2003),8.1,https://www.imdb.com/title/tt0353969/
182,The Deer Hunter,(1978),8.1,https://www.imdb.com/title/tt0077416/
183,Relatos salvajes,(2014),8.1,https://www.imdb.com/title/tt3011894/
184,Klaus,(2019),8.1,https://www.imdb.com/title/tt4729430/
185,Andhadhun,(2018),8.1,https://www.imdb.com/title/tt8108198/
186,In the Name of the Father,(1993),8.1,https://www.imdb.com/title/tt0107207/
187,Mary and Max,(2009),8.1,https://www.imdb.com/title/tt0978762/
188,Gone Girl,(2014),8.1,https://www.imdb.com/title/tt2267998/
189,Hacksaw Ridge,(2016),8.1,https://www.imdb.com/title/tt2119532/
190,The Big Lebowski,(1998),8.1,https://www.imdb.com/title/tt0118715/
191,The Grand Budapest Hotel,(2014),8.1,https://www.imdb.com/title/tt2278388/
192,Before Sunrise,(1995),8.1,https://www.imdb.com/title/tt0112471/
193,Eskiya,(1996),8.1,https://www.imdb.com/title/tt0116231/
194,Catch Me If You Can,(2002),8.1,https://www.imdb.com/title/tt0264464/
195,Persona,(1966),8.1,https://www.imdb.com/title/tt0060827/
196,To Be or Not to Be,(1942),8.1,https://www.imdb.com/title/tt0035446/
197,Ford v. Ferrari,(2019),8.1,https://www.imdb.com/title/tt1950186/
198,The General,(1926),8.1,https://www.imdb.com/title/tt0017925/
199,Prisoners,(2013),8.1,https://www.imdb.com/title/tt1392214/
200,How to Train Your Dragon,(2010),8.1,https://www.imdb.com/title/tt0892769/
201,Sherlock Jr.,(1924),8.1,https://www.imdb.com/title/tt0015324/
202,Mr. Smith Goes to Washington,(1939),8.1,https://www.imdb.com/title/tt0031679/
203,12 Years a Slave,(2013),8.1,https://www.imdb.com/title/tt2024544/
204,Barry Lyndon,(1975),8.1,https://www.imdb.com/title/tt0072684/
205,Mad Max: Fury Road,(2015),8.1,https://www.imdb.com/title/tt1392190/
206,Network,(1976),8.1,https://www.imdb.com/title/tt0074958/
207,Stand by Me,(1986),8.1,https://www.imdb.com/title/tt0092005/
208,Million Dollar Baby,(2004),8.1,https://www.imdb.com/title/tt0405159/
209,Cool Hand Luke,(1967),8.1,https://www.imdb.com/title/tt0061512/
210,Into the Wild,(2007),8.1,https://www.imdb.com/title/tt0758758/
211,Hachi: A Dog's Tale,(2009),8.1,https://www.imdb.com/title/tt1028532/
212,Ben-Hur,(1959),8.1,https://www.imdb.com/title/tt0052618/
213,Dead Poets Society,(1989),8.1,https://www.imdb.com/title/tt0097165/
214,Le salaire de la peur,(1953),8.1,https://www.imdb.com/title/tt0046268/
215,Platoon,(1986),8.1,https://www.imdb.com/title/tt0091763/
216,Harry Potter and the Deathly Hallows: Part 2,(2011),8.1,https://www.imdb.com/title/tt1201607/
217,Life of Brian,(1979),8.1,https://www.imdb.com/title/tt0079470/
218,Logan,(2017),8.1,https://www.imdb.com/title/tt3315342/
219,Rush,(2013),8.0,https://www.imdb.com/title/tt1979320/
220,Du rififi chez les hommes,(1955),8.0,https://www.imdb.com/title/tt0048021/
221,Ah-ga-ssi,(2016),8.0,https://www.imdb.com/title/tt4016934/
222,La passion de Jeanne d'Arc,(1928),8.0,https://www.imdb.com/title/tt0019254/
223,Les quatre cents coups,(1959),8.0,https://www.imdb.com/title/tt0053198/
224,Andrei Rublev,(1966),8.0,https://www.imdb.com/title/tt0060107/
225,Hotel Rwanda,(2004),8.0,https://www.imdb.com/title/tt0395169/
226,Spotlight,(2015),8.0,https://www.imdb.com/title/tt1895587/
227,Amores perros,(2000),8.0,https://www.imdb.com/title/tt0245712/
228,Kaze no tani no Naushika,(1984),8.0,https://www.imdb.com/title/tt0087544/
229,Rang De Basanti,(2006),8.0,https://www.imdb.com/title/tt0405508/
230,Rocky,(1976),8.0,https://www.imdb.com/title/tt0075148/
231,La haine,(1995),8.0,https://www.imdb.com/title/tt0113247/
232,Gangs of Wasseypur,(2012),8.0,https://www.imdb.com/title/tt1954470/
233,"Monsters, Inc.",(2001),8.0,https://www.imdb.com/title/tt0198781/
234,Rebecca,(1940),8.0,https://www.imdb.com/title/tt0032976/
235,Portrait de la jeune fille en feu,(2019),8.0,https://www.imdb.com/title/tt8613070/
236,Before Sunset,(2004),8.0,https://www.imdb.com/title/tt0381681/
237,It Happened One Night,(1934),8.0,https://www.imdb.com/title/tt0025316/
238,The Circus,(1928),8.0,https://www.imdb.com/title/tt0018773/
239,Fa yeung nin wah,(2000),8.0,https://www.imdb.com/title/tt0118694/
240,"Paris, Texas",(1984),8.0,https://www.imdb.com/title/tt0087884/
241,Drishyam,(2015),8.0,https://www.imdb.com/title/tt4430212/
242,Contratiempo,(2016),8.0,https://www.imdb.com/title/tt4857264/
243,The Help,(2011),8.0,https://www.imdb.com/title/tt1454029/
244,The Princess Bride,(1987),8.0,https://www.imdb.com/title/tt0093779/
245,La battaglia di Algeri,(1966),8.0,https://www.imdb.com/title/tt0058946/
246,The Terminator,(1984),8.0,https://www.imdb.com/title/tt0088247/
247,"Swades: We, the People",(2004),8.0,https://www.imdb.com/title/tt0367110/
248,Kumonosu-jô,(1957),8.0,https://www.imdb.com/title/tt0050613/
249,Trois couleurs: Rouge,(1994),8.0,https://www.imdb.com/title/tt0111495/
250,Lagaan: Once Upon a Time in India,(2001),8.0,https://www.imdb.com/title/tt0169102/
